freq,psd_x,psd_y,psd_z,psd_xyz
133.0,5.140e+03,1.605e+05,7.142e+02,1.664e+05
134.5,5.436e+02,2.647e+04,4.259e+02,2.744e+04
136.0,1.967e+02,1.480e+04,3.566e+02,1.535e+04
137.5,1.687e+02,1.417e+04,3.333e+02,1.467e+04
139.0,1.752e+02,1.273e+04,4.096e+02,1.332e+04
140.5,1.744e+02,1.119e+04,4.881e+02,1.186e+04
141.9,1.904e+02,9.157e+03,5.797e+02,9.927e+03
143.4,2.527e+02,7.751e+03,6.023e+02,8.606e+03
144.9,2.908e+02,7.239e+03,6.347e+02,8.165e+03
146.4,3.602e+02,6.127e+03,8.287e+02,7.316e+03
147.9,6.513e+02,4.750e+03,1.523e+03,6.924e+03
149.4,1.363e+03,3.984e+03,3.206e+03,8.553e+03
150.9,2.247e+03,4.006e+03,5.075e+03,1.133e+04
152.4,2.603e+03,4.752e+03,6.234e+03,1.359e+04
153.9,4.031e+03,4.623e+03,1.094e+04,1.959e+04
155.4,4.852e+03,4.539e+03,1.420e+04,2.359e+04
156.9,4.262e+03,3.992e+03,1.284e+04,2.110e+04
158.4,3.190e+03,3.291e+03,9.771e+03,1.625e+04
159.9,3.492e+03,3.106e+03,1.042e+04,1.702e+04
161.4,4.742e+03,2.871e+03,1.385e+04,2.146e+04
162.9,5.629e+03,3.083e+03,1.628e+04,2.499e+04
164.4,4.992e+03,2.782e+03,1.446e+04,2.223e+04
165.9,4.430e+03,2.352e+03,1.273e+04,1.951e+04
167.3,4.431e+03,2.251e+03,1.249e+04,1.917e+04
168.8,4.873e+03,2.171e+03,1.320e+04,2.025e+04
170.3,4.630e+03,2.218e+03,1.195e+04,1.880e+04
171.8,3.662e+03,2.766e+03,8.625e+03,1.505e+04
173.3,2.561e+03,3.343e+03,6.171e+03,1.208e+04
174.8,2.126e+03,4.123e+03,5.787e+03,1.204e+04
176.3,2.199e+03,5.455e+03,6.040e+03,1.369e+04
177.8,2.279e+03,4.699e+03,6.274e+03,1.325e+04
179.3,2.676e+03,2.577e+03,7.187e+03,1.244e+04
180.8,3.026e+03,2.403e+03,8.265e+03,1.369e+04
182.3,3.293e+03,2.689e+03,9.277e+03,1.526e+04
183.8,3.535e+03,2.729e+03,1.002e+04,1.629e+04
185.3,3.990e+03,2.802e+03,1.105e+04,1.784e+04
186.8,4.391e+03,3.630e+03,1.216e+04,2.018e+04
188.3,4.524e+03,4.729e+03,1.280e+04,2.205e+04
189.8,4.554e+03,5.462e+03,1.332e+04,2.333e+04
191.3,4.663e+03,3.745e+03,1.313e+04,2.154e+04
192.7,4.889e+03,2.257e+03,1.265e+04,1.980e+04
194.2,5.223e+03,2.808e+03,1.309e+04,2.113e+04
195.7,5.084e+03,2.947e+03,1.281e+04,2.084e+04
197.2,4.926e+03,2.861e+03,1.223e+04,2.002e+04
198.7,4.302e+03,3.021e+03,1.045e+04,1.777e+04
