freq,psd_x,psd_y,psd_z,psd_xyz
53.7,1.137e+05,1.983e+05,5.523e+03,3.175e+05
55.2,1.018e+05,1.711e+05,7.399e+03,2.802e+05
56.7,1.097e+05,2.029e+05,9.285e+03,3.218e+05
58.2,1.187e+05,2.398e+05,1.214e+04,3.705e+05
59.7,1.199e+05,2.388e+05,1.618e+04,3.748e+05
61.2,1.206e+05,2.481e+05,1.886e+04,3.875e+05
62.7,1.193e+05,2.714e+05,1.698e+04,4.077e+05
64.2,1.167e+05,2.821e+05,1.106e+04,4.098e+05
65.7,1.168e+05,2.856e+05,8.082e+03,4.104e+05
67.2,1.171e+05,2.927e+05,7.465e+03,4.172e+05
68.7,1.174e+05,2.937e+05,8.024e+03,4.191e+05
70.2,1.189e+05,2.921e+05,9.102e+03,4.201e+05
71.6,1.166e+05,2.922e+05,8.510e+03,4.173e+05
73.1,1.089e+05,2.790e+05,7.551e+03,3.955e+05
74.6,9.833e+04,2.568e+05,6.691e+03,3.618e+05
76.1,8.623e+04,2.336e+05,5.869e+03,3.257e+05
77.6,7.516e+04,2.193e+05,5.221e+03,2.997e+05
79.1,6.938e+04,2.148e+05,5.332e+03,2.895e+05
80.6,6.559e+04,2.100e+05,6.322e+03,2.819e+05
82.1,6.047e+04,2.093e+05,8.020e+03,2.778e+05
83.6,5.570e+04,2.008e+05,9.021e+03,2.655e+05
85.1,5.155e+04,1.799e+05,6.599e+03,2.380e+05
86.6,4.545e+04,1.545e+05,4.251e+03,2.042e+05
88.1,4.048e+04,1.325e+05,3.663e+03,1.767e+05
89.6,3.772e+04,1.199e+05,4.600e+03,1.623e+05
91.0,3.726e+04,1.207e+05,5.614e+03,1.636e+05
92.5,3.792e+04,1.212e+05,5.253e+03,1.643e+05
94.0,3.610e+04,1.156e+05,6.345e+03,1.581e+05
95.5,3.365e+04,1.070e+05,6.518e+03,1.471e+05
97.0,3.687e+04,1.112e+05,6.062e+03,1.541e+05
98.5,4.253e+04,1.153e+05,6.497e+03,1.644e+05
100.0,4.715e+04,1.140e+05,1.135e+04,1.725e+05
101.5,4.748e+04,1.071e+05,1.545e+04,1.700e+05
103.0,4.501e+04,9.679e+04,1.820e+04,1.600e+05
104.5,4.291e+04,8.771e+04,2.083e+04,1.514e+05
106.0,4.302e+04,8.237e+04,2.286e+04,1.483e+05
107.5,4.530e+04,8.037e+04,2.422e+04,1.499e+05
109.0,4.689e+04,7.870e+04,2.442e+04,1.500e+05
110.4,4.807e+04,7.601e+04,2.182e+04,1.459e+05
111.9,4.824e+04,7.107e+04,2.083e+04,1.401e+05
113.4,4.816e+04,6.697e+04,2.265e+04,1.378e+05
114.9,4.708e+04,6.581e+04,2.445e+04,1.373e+05
116.4,4.401e+04,6.522e+04,2.416e+04,1.334e+05
117.9,3.825e+04,6.596e+04,2.221e+04,1.264e+05
119.4,3.334e+04,7.423e+04,1.919e+04,1.268e+05
120.9,3.018e+04,9.750e+04,1.610e+04,1.438e+05
122.4,2.818e+04,1.381e+05,1.424e+04,1.806e+05
123.9,2.667e+04,1.932e+05,1.172e+04,2.316e+05
125.4,2.485e+04,2.551e+05,8.784e+03,2.887e+05
126.9,2.143e+04,3.064e+05,5.840e+03,3.337e+05
128.4,1.702e+04,3.439e+05,3.840e+03,3.648e+05
129.9,1.187e+04,3.625e+05,2.556e+03,3.770e+05
131.3,7.793e+03,3.449e+05,2.025e+03,3.547e+05
132.8,4.490e+03,2.136e+05,1.804e+03,2.199e+05
134.3,2.049e+03,3.390e+04,1.612e+03,3.756e+04
135.8,1.688e+03,9.377e+03,1.801e+03,1.287e+04
137.3,1.827e+03,8.457e+03,2.786e+03,1.307e+04
138.8,2.219e+03,6.715e+03,4.691e+03,1.363e+04
140.3,2.462e+03,5.364e+03,5.486e+03,1.331e+04
141.8,1.697e+03,4.710e+03,3.208e+03,9.615e+03
143.3,1.038e+03,4.787e+03,1.525e+03,7.350e+03
144.8,1.043e+03,4.895e+03,1.448e+03,7.386e+03
146.3,1.169e+03,4.390e+03,1.779e+03,7.338e+03
147.8,1.670e+03,4.060e+03,3.421e+03,9.152e+03
149.3,3.233e+03,5.997e+03,8.783e+03,1.801e+04
150.7,6.481e+03,9.174e+03,1.923e+04,3.489e+04
152.2,8.749e+03,1.008e+04,2.649e+04,4.532e+04
153.7,9.621e+03,9.123e+03,2.925e+04,4.799e+04
155.2,9.771e+03,7.666e+03,3.078e+04,4.822e+04
156.7,1.016e+04,7.901e+03,3.362e+04,5.168e+04
158.2,1.116e+04,9.404e+03,3.711e+04,5.767e+04
159.7,1.193e+04,1.091e+04,4.083e+04,6.366e+04
161.2,1.161e+04,1.181e+04,4.146e+04,6.489e+04
162.7,6.795e+03,1.402e+04,2.584e+04,4.666e+04
164.2,2.959e+03,1.742e+04,1.140e+04,3.179e+04
165.7,1.818e+03,1.694e+04,7.005e+03,2.577e+04
167.2,1.398e+03,1.598e+04,5.406e+03,2.279e+04
168.7,9.503e+02,1.549e+04,4.935e+03,2.137e+04
170.2,6.674e+02,1.424e+04,4.830e+03,1.974e+04
171.6,7.412e+02,1.367e+04,5.119e+03,1.953e+04
173.1,9.521e+02,1.275e+04,6.004e+03,1.971e+04
174.6,1.170e+03,1.212e+04,6.151e+03,1.944e+04
176.1,1.489e+03,1.092e+04,5.259e+03,1.766e+04
177.6,1.759e+03,9.653e+03,4.837e+03,1.625e+04
179.1,2.132e+03,1.145e+04,4.076e+03,1.766e+04
180.6,2.558e+03,1.155e+04,3.878e+03,1.798e+04
182.1,3.570e+03,1.077e+04,5.758e+03,2.009e+04
183.6,4.950e+03,1.032e+04,8.102e+03,2.338e+04
185.1,5.335e+03,1.065e+04,8.583e+03,2.457e+04
186.6,6.563e+03,1.159e+04,1.019e+04,2.834e+04
188.1,7.758e+03,8.097e+03,1.370e+04,2.955e+04
189.6,9.542e+03,5.891e+03,1.926e+04,3.470e+04
191.0,1.171e+04,4.393e+03,2.552e+04,4.162e+04
192.5,1.172e+04,4.085e+03,2.699e+04,4.279e+04
194.0,1.134e+04,6.381e+03,2.563e+04,4.335e+04
195.5,1.516e+04,6.737e+03,3.265e+04,5.454e+04
197.0,1.816e+04,6.503e+03,3.891e+04,6.358e+04
198.5,1.989e+04,6.272e+03,4.190e+04,6.806e+04
