freq,psd_x,psd_y,psd_z,psd_xyz
56.8,1.839e+04,1.454e+04,3.497e+03,3.643e+04
58.3,1.998e+04,9.558e+03,3.525e+03,3.306e+04
59.8,2.445e+04,6.141e+03,5.000e+03,3.559e+04
61.3,3.362e+04,6.738e+03,8.317e+03,4.868e+04
62.8,4.107e+04,1.081e+04,9.385e+03,6.126e+04
64.3,4.253e+04,1.459e+04,9.160e+03,6.628e+04
65.8,4.176e+04,1.987e+04,8.625e+03,7.026e+04
67.3,4.333e+04,2.841e+04,8.285e+03,8.003e+04
68.8,4.732e+04,3.862e+04,9.560e+03,9.551e+04
70.3,4.839e+04,4.587e+04,9.897e+03,1.042e+05
71.7,4.727e+04,5.002e+04,7.865e+03,1.052e+05
73.2,4.632e+04,5.411e+04,6.118e+03,1.066e+05
74.7,4.401e+04,5.712e+04,4.641e+03,1.058e+05
76.2,4.281e+04,6.171e+04,3.632e+03,1.081e+05
77.7,4.463e+04,6.854e+04,3.192e+03,1.164e+05
79.2,4.960e+04,8.105e+04,3.652e+03,1.343e+05
80.7,5.852e+04,1.061e+05,5.037e+03,1.696e+05
82.2,6.967e+04,1.458e+05,5.488e+03,2.210e+05
83.7,7.746e+04,1.949e+05,4.488e+03,2.768e+05
85.2,7.769e+04,2.147e+05,4.172e+03,2.965e+05
86.7,6.789e+04,1.911e+05,6.025e+03,2.650e+05
88.2,6.139e+04,1.799e+05,8.122e+03,2.494e+05
89.7,5.747e+04,1.777e+05,7.200e+03,2.424e+05
91.2,5.072e+04,1.623e+05,6.026e+03,2.191e+05
92.7,4.385e+04,1.457e+05,3.605e+03,1.931e+05
94.2,3.793e+04,1.300e+05,1.981e+03,1.699e+05
95.7,3.714e+04,1.250e+05,1.696e+03,1.638e+05
97.2,4.240e+04,1.326e+05,2.351e+03,1.773e+05
98.6,4.395e+04,1.267e+05,2.950e+03,1.736e+05
100.1,4.394e+04,1.190e+05,2.812e+03,1.657e+05
101.6,4.299e+04,1.091e+05,2.491e+03,1.546e+05
103.1,4.012e+04,9.279e+04,2.125e+03,1.350e+05
104.6,3.619e+04,7.460e+04,2.075e+03,1.129e+05
106.1,3.341e+04,6.607e+04,2.212e+03,1.017e+05
107.6,3.347e+04,6.824e+04,2.015e+03,1.037e+05
109.1,3.644e+04,7.508e+04,1.735e+03,1.132e+05
110.6,4.128e+04,8.249e+04,1.614e+03,1.254e+05
112.1,4.457e+04,8.151e+04,1.522e+03,1.276e+05
113.6,4.622e+04,7.345e+04,1.474e+03,1.211e+05
115.1,4.595e+04,6.228e+04,1.431e+03,1.097e+05
116.6,4.407e+04,5.092e+04,1.487e+03,9.647e+04
118.1,4.101e+04,4.248e+04,1.599e+03,8.509e+04
119.6,3.672e+04,4.057e+04,1.683e+03,7.898e+04
121.1,3.145e+04,4.652e+04,1.728e+03,7.970e+04
122.6,2.637e+04,6.196e+04,1.802e+03,9.013e+04
124.1,2.255e+04,8.884e+04,1.961e+03,1.134e+05
125.6,2.030e+04,1.283e+05,2.249e+03,1.509e+05
127.0,1.819e+04,1.731e+05,2.581e+03,1.939e+05
128.5,1.564e+04,2.199e+05,2.827e+03,2.384e+05
130.0,1.174e+04,2.507e+05,2.910e+03,2.653e+05
131.5,7.880e+03,2.533e+05,2.714e+03,2.638e+05
133.0,3.104e+03,1.314e+05,1.352e+03,1.358e+05
134.5,3.181e+02,1.603e+04,2.472e+02,1.660e+04
136.0,1.404e+02,6.696e+03,1.768e+02,7.013e+03
137.5,1.866e+02,5.661e+03,2.251e+02,6.072e+03
139.0,2.691e+02,4.501e+03,2.832e+02,5.054e+03
140.5,3.563e+02,3.656e+03,3.176e+02,4.330e+03
142.0,3.452e+02,3.109e+03,3.594e+02,3.814e+03
143.5,3.525e+02,2.652e+03,4.301e+02,3.435e+03
145.0,4.107e+02,2.224e+03,4.528e+02,3.088e+03
146.5,5.089e+02,2.114e+03,5.119e+02,3.135e+03
148.0,5.947e+02,2.024e+03,5.425e+02,3.161e+03
149.5,7.064e+02,1.972e+03,6.318e+02,3.311e+03
151.0,7.135e+02,1.897e+03,7.236e+02,3.334e+03
152.5,7.870e+02,1.768e+03,9.387e+02,3.493e+03
154.0,9.905e+02,1.463e+03,1.386e+03,3.840e+03
155.4,1.091e+03,1.380e+03,1.692e+03,4.163e+03
156.9,1.445e+03,1.763e+03,2.235e+03,5.443e+03
158.4,1.856e+03,2.070e+03,3.003e+03,6.930e+03
159.9,2.118e+03,1.999e+03,3.738e+03,7.856e+03
161.4,2.401e+03,1.894e+03,4.355e+03,8.649e+03
162.9,2.685e+03,1.886e+03,4.778e+03,9.349e+03
164.4,2.657e+03,2.117e+03,4.503e+03,9.277e+03
165.9,2.327e+03,2.066e+03,3.384e+03,7.777e+03
167.4,1.962e+03,2.251e+03,2.530e+03,6.743e+03
168.9,1.880e+03,2.663e+03,2.178e+03,6.721e+03
170.4,1.888e+03,3.273e+03,2.043e+03,7.204e+03
171.9,1.825e+03,4.813e+03,1.736e+03,8.374e+03
173.4,1.776e+03,8.288e+03,1.638e+03,1.170e+04
174.9,1.663e+03,9.356e+03,2.431e+03,1.345e+04
176.4,2.073e+03,5.007e+03,3.715e+03,1.079e+04
177.9,2.757e+03,3.389e+03,4.727e+03,1.087e+04
179.4,3.264e+03,3.053e+03,5.574e+03,1.189e+04
180.9,3.848e+03,2.874e+03,6.670e+03,1.339e+04
182.4,4.861e+03,2.587e+03,8.863e+03,1.631e+04
183.8,6.135e+03,2.339e+03,1.198e+04,2.045e+04
185.3,7.907e+03,2.198e+03,1.636e+04,2.646e+04
186.8,9.392e+03,2.040e+03,2.006e+04,3.149e+04
188.3,9.894e+03,1.997e+03,2.166e+04,3.355e+04
189.8,1.089e+04,2.359e+03,2.477e+04,3.801e+04
191.3,1.222e+04,2.564e+03,2.814e+04,4.293e+04
192.8,1.245e+04,2.021e+03,2.880e+04,4.327e+04
194.3,1.307e+04,1.844e+03,3.035e+04,4.526e+04
195.8,1.221e+04,1.833e+03,2.782e+04,4.186e+04
197.3,1.145e+04,1.692e+03,2.587e+04,3.901e+04
198.8,1.123e+04,1.578e+03,2.526e+04,3.808e+04
