freq,psd_x,psd_y,psd_z,psd_xyz
82.4,2.578e+06,7.829e+03,4.688e+03,2.590e+06
83.9,2.112e+06,7.430e+03,4.447e+03,2.124e+06
85.4,1.771e+06,7.140e+03,6.242e+03,1.785e+06
86.9,1.513e+06,6.237e+03,8.656e+03,1.528e+06
88.4,1.343e+06,1.447e+04,1.001e+04,1.367e+06
89.9,1.169e+06,3.474e+04,9.231e+03,1.213e+06
91.4,9.814e+05,7.084e+04,8.375e+03,1.061e+06
92.9,7.683e+05,8.721e+04,6.941e+03,8.624e+05
94.4,6.275e+05,9.801e+04,7.842e+03,7.334e+05
95.9,5.583e+05,1.022e+05,1.014e+04,6.707e+05
97.4,4.893e+05,9.810e+04,1.170e+04,5.991e+05
98.9,4.536e+05,8.855e+04,1.317e+04,5.554e+05
100.4,4.389e+05,7.272e+04,1.670e+04,5.283e+05
101.9,4.062e+05,6.098e+04,1.973e+04,4.869e+05
103.4,3.820e+05,5.642e+04,2.057e+04,4.590e+05
104.9,3.352e+05,5.635e+04,2.234e+04,4.139e+05
106.4,3.053e+05,5.982e+04,2.266e+04,3.878e+05
107.9,3.318e+05,7.303e+04,2.022e+04,4.250e+05
109.4,3.446e+05,8.763e+04,1.653e+04,4.488e+05
110.9,3.316e+05,9.063e+04,1.380e+04,4.361e+05
112.4,2.930e+05,7.922e+04,9.833e+03,3.821e+05
113.9,2.519e+05,6.858e+04,7.791e+03,3.282e+05
115.4,2.279e+05,6.123e+04,7.143e+03,2.962e+05
116.8,2.204e+05,5.464e+04,6.355e+03,2.814e+05
118.3,2.180e+05,5.001e+04,6.377e+03,2.744e+05
119.8,2.218e+05,4.788e+04,6.228e+03,2.759e+05
121.3,2.293e+05,4.541e+04,4.743e+03,2.794e+05
122.8,2.320e+05,4.143e+04,3.645e+03,2.771e+05
124.3,2.165e+05,3.404e+04,2.751e+03,2.533e+05
125.8,1.947e+05,2.747e+04,2.333e+03,2.245e+05
127.3,1.870e+05,2.473e+04,1.883e+03,2.136e+05
128.8,1.895e+05,2.456e+04,1.780e+03,2.159e+05
130.3,1.955e+05,2.817e+04,1.712e+03,2.254e+05
131.8,1.762e+05,2.778e+04,1.840e+03,2.059e+05
133.3,7.176e+04,1.241e+04,1.924e+03,8.610e+04
134.8,9.570e+03,2.932e+03,1.934e+03,1.444e+04
136.3,7.922e+03,2.740e+03,2.004e+03,1.267e+04
137.8,8.720e+03,3.336e+03,2.518e+03,1.457e+04
139.3,7.797e+03,3.444e+03,2.810e+03,1.405e+04
140.8,7.485e+03,3.632e+03,2.697e+03,1.381e+04
142.3,7.328e+03,4.333e+03,2.356e+03,1.402e+04
143.8,8.515e+03,5.521e+03,2.398e+03,1.643e+04
145.3,1.018e+04,7.329e+03,2.935e+03,2.044e+04
146.8,1.030e+04,8.528e+03,3.422e+03,2.225e+04
148.3,9.244e+03,8.982e+03,3.770e+03,2.200e+04
149.8,8.476e+03,9.381e+03,3.807e+03,2.166e+04
151.3,8.336e+03,8.808e+03,3.557e+03,2.070e+04
152.8,8.874e+03,8.403e+03,3.726e+03,2.100e+04
154.3,1.060e+04,7.687e+03,3.218e+03,2.151e+04
155.8,1.094e+04,7.785e+03,3.372e+03,2.210e+04
157.3,1.002e+04,8.304e+03,4.861e+03,2.319e+04
158.8,1.090e+04,8.625e+03,6.385e+03,2.591e+04
160.3,1.419e+04,9.188e+03,7.439e+03,3.082e+04
161.8,1.592e+04,9.503e+03,7.507e+03,3.293e+04
163.3,1.652e+04,9.722e+03,7.162e+03,3.340e+04
164.8,1.733e+04,1.189e+04,6.953e+03,3.617e+04
166.3,1.815e+04,1.567e+04,6.350e+03,4.017e+04
167.8,1.845e+04,1.974e+04,4.852e+03,4.304e+04
169.3,1.577e+04,2.404e+04,4.235e+03,4.405e+04
170.8,1.454e+04,2.826e+04,6.032e+03,4.883e+04
172.3,1.609e+04,2.861e+04,1.059e+04,5.529e+04
173.8,2.024e+04,2.238e+04,1.742e+04,6.004e+04
175.3,2.892e+04,1.673e+04,2.596e+04,7.161e+04
176.8,3.649e+04,1.358e+04,3.239e+04,8.246e+04
178.3,4.694e+04,1.168e+04,4.112e+04,9.975e+04
179.8,5.551e+04,1.093e+04,4.990e+04,1.163e+05
181.3,5.922e+04,1.178e+04,5.387e+04,1.249e+05
182.8,5.755e+04,1.518e+04,5.459e+04,1.273e+05
184.3,5.399e+04,2.035e+04,5.405e+04,1.284e+05
185.8,5.137e+04,2.576e+04,5.502e+04,1.321e+05
187.3,4.984e+04,3.069e+04,5.714e+04,1.377e+05
188.8,5.155e+04,3.611e+04,6.149e+04,1.491e+05
190.3,5.927e+04,3.876e+04,6.939e+04,1.674e+05
191.8,6.829e+04,4.014e+04,7.863e+04,1.871e+05
193.3,6.500e+04,3.636e+04,7.486e+04,1.762e+05
194.7,5.997e+04,3.289e+04,7.180e+04,1.647e+05
196.2,5.511e+04,2.939e+04,6.828e+04,1.528e+05
197.7,5.901e+04,2.956e+04,7.404e+04,1.626e+05
199.2,6.415e+04,3.318e+04,7.946e+04,1.768e+05
