freq,psd_x,psd_y,psd_z,psd_xyz
125.0,6.459e+04,1.482e+05,9.021e+03,2.218e+05
126.5,6.234e+04,2.359e+05,9.543e+03,3.078e+05
128.0,5.559e+04,3.327e+05,9.586e+03,3.979e+05
129.6,4.477e+04,3.927e+05,9.097e+03,4.466e+05
131.1,3.388e+04,4.057e+05,8.294e+03,4.479e+05
132.6,1.961e+04,2.908e+05,5.785e+03,3.162e+05
134.1,4.864e+03,7.049e+04,1.523e+03,7.688e+04
135.7,2.091e+03,2.645e+04,7.978e+02,2.934e+04
137.2,1.783e+03,2.255e+04,1.118e+03,2.545e+04
138.7,1.646e+03,1.949e+04,1.774e+03,2.291e+04
140.2,1.521e+03,1.798e+04,2.070e+03,2.157e+04
141.8,1.496e+03,1.657e+04,1.936e+03,2.000e+04
143.3,1.540e+03,1.524e+04,2.012e+03,1.879e+04
144.8,1.734e+03,1.483e+04,2.545e+03,1.911e+04
146.3,2.032e+03,1.371e+04,3.499e+03,1.924e+04
147.9,5.872e+03,1.387e+04,9.593e+03,2.934e+04
149.4,1.113e+04,1.428e+04,1.870e+04,4.412e+04
150.9,1.259e+04,1.058e+04,2.241e+04,4.558e+04
152.4,1.141e+04,6.305e+03,2.059e+04,3.831e+04
154.0,8.814e+03,6.041e+03,1.595e+04,3.081e+04
155.5,6.465e+03,5.921e+03,1.185e+04,2.424e+04
157.0,5.284e+03,5.890e+03,9.905e+03,2.108e+04
158.5,5.002e+03,6.288e+03,9.666e+03,2.096e+04
160.1,5.208e+03,6.116e+03,1.041e+04,2.173e+04
161.6,5.553e+03,5.118e+03,1.162e+04,2.229e+04
163.1,5.812e+03,3.825e+03,1.316e+04,2.279e+04
164.6,6.430e+03,2.992e+03,1.576e+04,2.518e+04
166.2,8.178e+03,2.748e+03,2.226e+04,3.319e+04
167.7,1.081e+04,4.010e+03,3.298e+04,4.780e+04
169.2,1.266e+04,4.720e+03,4.139e+04,5.877e+04
170.7,1.294e+04,4.726e+03,4.296e+04,6.063e+04
172.3,1.073e+04,4.184e+03,3.622e+04,5.114e+04
173.8,8.178e+03,3.996e+03,2.758e+04,3.975e+04
175.3,6.802e+03,4.133e+03,2.217e+04,3.310e+04
176.8,5.627e+03,4.607e+03,1.724e+04,2.747e+04
178.3,4.530e+03,5.086e+03,1.298e+04,2.260e+04
179.9,4.115e+03,5.393e+03,1.120e+04,2.071e+04
181.4,4.002e+03,5.581e+03,1.055e+04,2.014e+04
182.9,3.875e+03,5.726e+03,9.831e+03,1.943e+04
184.4,3.318e+03,5.808e+03,7.700e+03,1.683e+04
186.0,3.052e+03,5.800e+03,6.004e+03,1.486e+04
187.5,3.480e+03,6.277e+03,5.214e+03,1.497e+04
189.0,4.288e+03,6.586e+03,5.535e+03,1.641e+04
190.5,6.090e+03,6.094e+03,9.009e+03,2.119e+04
192.1,8.292e+03,5.235e+03,1.445e+04,2.797e+04
193.6,1.102e+04,5.039e+03,2.106e+04,3.712e+04
195.1,1.400e+04,4.762e+03,2.738e+04,4.614e+04
196.6,1.667e+04,5.669e+03,3.522e+04,5.756e+04
198.2,2.294e+04,1.024e+04,5.006e+04,8.323e+04
199.7,3.264e+04,1.441e+04,7.246e+04,1.195e+05
