freq,psd_x,psd_y,psd_z,psd_xyz
79.2,1.363e+04,5.177e+04,3.732e+05,4.386e+05
80.8,1.528e+04,5.746e+04,3.127e+05,3.854e+05
82.3,1.716e+04,6.033e+04,2.849e+05,3.623e+05
83.8,1.586e+04,5.488e+04,2.603e+05,3.310e+05
85.3,1.480e+04,4.893e+04,2.378e+05,3.015e+05
86.9,1.668e+04,5.178e+04,1.962e+05,2.647e+05
88.4,1.757e+04,5.243e+04,1.465e+05,2.165e+05
89.9,1.837e+04,5.205e+04,1.261e+05,1.966e+05
91.4,1.781e+04,4.982e+04,1.324e+05,2.000e+05
93.0,1.372e+04,4.042e+04,1.400e+05,1.941e+05
94.5,1.005e+04,3.114e+04,1.306e+05,1.718e+05
96.0,8.139e+03,2.640e+04,1.171e+05,1.516e+05
97.5,6.190e+03,2.270e+04,1.063e+05,1.351e+05
99.1,5.783e+03,2.253e+04,1.075e+05,1.358e+05
100.6,6.611e+03,2.643e+04,1.098e+05,1.428e+05
102.1,5.217e+03,2.492e+04,1.011e+05,1.312e+05
103.6,4.493e+03,2.253e+04,9.053e+04,1.176e+05
105.2,4.438e+03,2.198e+04,8.258e+04,1.090e+05
106.7,4.754e+03,2.265e+04,7.558e+04,1.030e+05
108.2,5.626e+03,2.504e+04,6.785e+04,9.851e+04
109.7,5.717e+03,2.706e+04,5.959e+04,9.237e+04
111.2,3.866e+03,2.229e+04,5.037e+04,7.653e+04
112.8,3.056e+03,1.743e+04,4.137e+04,6.186e+04
114.3,3.451e+03,1.732e+04,3.630e+04,5.707e+04
115.8,3.646e+03,1.678e+04,3.008e+04,5.050e+04
117.3,4.942e+03,1.494e+04,2.654e+04,4.641e+04
118.9,7.577e+03,1.517e+04,2.730e+04,5.005e+04
120.4,1.013e+04,1.899e+04,2.867e+04,5.779e+04
121.9,9.974e+03,2.909e+04,2.934e+04,6.841e+04
123.4,8.875e+03,4.364e+04,2.938e+04,8.189e+04
125.0,7.609e+03,5.643e+04,2.815e+04,9.219e+04
126.5,6.331e+03,6.563e+04,2.836e+04,1.003e+05
128.0,6.567e+03,8.098e+04,3.287e+04,1.204e+05
129.5,9.713e+03,1.019e+05,4.203e+04,1.536e+05
131.1,1.263e+04,1.066e+05,4.532e+04,1.645e+05
132.6,1.138e+04,8.989e+04,3.921e+04,1.405e+05
134.1,7.541e+03,6.079e+04,2.667e+04,9.500e+04
135.6,5.135e+03,5.046e+04,1.982e+04,7.542e+04
137.2,4.311e+03,4.884e+04,1.959e+04,7.275e+04
138.7,5.688e+03,4.537e+04,2.402e+04,7.508e+04
140.2,8.172e+03,4.584e+04,3.111e+04,8.512e+04
141.7,1.347e+04,5.027e+04,4.356e+04,1.073e+05
143.3,1.903e+04,5.518e+04,5.400e+04,1.282e+05
144.8,2.301e+04,6.095e+04,6.013e+04,1.441e+05
146.3,2.820e+04,6.646e+04,6.622e+04,1.609e+05
147.8,3.268e+04,7.703e+04,7.252e+04,1.822e+05
149.3,3.389e+04,8.581e+04,7.658e+04,1.963e+05
150.9,3.851e+04,1.151e+05,8.395e+04,2.376e+05
152.4,4.516e+04,1.560e+05,9.071e+04,2.919e+05
153.9,5.189e+04,1.840e+05,1.008e+05,3.367e+05
155.4,6.000e+04,2.036e+05,1.109e+05,3.745e+05
157.0,6.200e+04,2.139e+05,1.153e+05,3.912e+05
158.5,5.319e+04,1.986e+05,1.038e+05,3.556e+05
160.0,4.090e+04,1.547e+05,8.418e+04,2.798e+05
161.5,3.425e+04,1.299e+05,7.181e+04,2.360e+05
163.1,3.275e+04,1.373e+05,6.797e+04,2.380e+05
164.6,3.387e+04,1.505e+05,6.505e+04,2.494e+05
166.1,3.686e+04,1.745e+05,6.722e+04,2.786e+05
167.6,3.917e+04,1.956e+05,7.550e+04,3.102e+05
169.2,4.255e+04,2.072e+05,9.092e+04,3.407e+05
170.7,4.810e+04,2.125e+05,1.148e+05,3.754e+05
172.2,5.824e+04,2.138e+05,1.516e+05,4.237e+05
173.7,7.100e+04,1.976e+05,1.937e+05,4.623e+05
175.3,8.230e+04,1.760e+05,2.387e+05,4.969e+05
176.8,9.454e+04,1.523e+05,2.833e+05,5.302e+05
178.3,1.138e+05,1.354e+05,3.367e+05,5.859e+05
179.8,1.306e+05,1.149e+05,3.830e+05,6.285e+05
181.4,1.403e+05,9.532e+04,4.200e+05,6.556e+05
182.9,1.472e+05,7.862e+04,4.409e+05,6.667e+05
184.4,1.480e+05,6.342e+04,4.435e+05,6.549e+05
185.9,1.502e+05,5.198e+04,4.451e+05,6.473e+05
187.4,1.497e+05,4.382e+04,4.365e+05,6.300e+05
189.0,1.442e+05,3.787e+04,4.045e+05,5.866e+05
190.5,1.302e+05,3.191e+04,3.538e+05,5.159e+05
192.0,1.036e+05,2.361e+04,2.766e+05,4.038e+05
193.5,6.297e+04,1.462e+04,1.677e+05,2.453e+05
195.1,4.711e+04,8.546e+03,1.305e+05,1.862e+05
196.6,5.292e+04,7.029e+03,1.447e+05,2.047e+05
198.1,5.969e+04,7.664e+03,1.575e+05,2.248e+05
199.6,5.790e+04,9.185e+03,1.482e+05,2.153e+05
